id,name,team,position,total_points,goals_scored,assists,clean_sheets,minutes,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,selected_by_percent,now_cost,form,points_per_game
126,Mathias Jensen,Brentford,Midfielder,5,0,0,0,151,0,0,0,0,26.8,48.0,10.0,0.1,4.9,0.7,1.7
127,Gustavo Nunes Fernandes Gomes,Brentford,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
128,Frank Onyeka,Brentford,Midfielder,9,0,2,0,61,0,0,0,0,23.4,12.3,4.0,0.1,5.0,1.3,3.0
129,Yehor Yarmoliuk,Brentford,Midfielder,14,0,0,1,438,1,0,0,0,65.0,44.2,17.0,0.1,5.0,2.3,2.8
130,Romelle Donovan,Brentford,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
131,Yunus Emre Konak,Brentford,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
132,Paris Maghoma,Brentford,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
133,Myles Peart-Harris,Brentford,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
134,Ryan Trevitt,Brentford,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
136,Igor Thiago Nascimento Rodrigues,Brentford,Forward,17,2,0,1,405,2,0,0,1,97.8,60.5,75.0,1.7,6.0,3.0,3.4
137,Iwan Morgan,Brentford,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.4,0.0,0.0
138,Jason Steele,Brighton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.4,0.0,0.0
139,Bart Verbruggen,Brighton,Goalkeeper,8,0,0,0,450,0,0,9,0,90.2,10.0,0.0,5.1,4.5,1.5,1.6
140,Tom McGill,Brighton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.0,0.0,0.0
141,Carl Rushworth,Brighton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
142,Kjell Scherpen,Brighton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
143,Olivier Boscagli,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
144,Diego Coppola,Brighton,Defender,2,0,0,0,16,0,0,0,0,5.4,0.1,0.0,0.1,4.4,0.5,1.0
145,Maxim De Cuyper,Brighton,Defender,5,0,0,0,269,1,0,0,0,28.4,37.7,12.0,3.0,4.4,0.8,1.2
146,Lewis Dunk,Brighton,Defender,13,0,1,0,450,1,0,0,0,86.4,14.6,28.0,1.2,4.5,2.8,2.6
147,Pervis Estupiñán Tenorio,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
148,Ferdi Kadıoğlu,Brighton,Defender,5,0,0,0,194,2,0,0,0,31.8,21.2,4.0,0.1,4.4,1.2,1.2
150,Tariq Lamptey,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
151,Jan Paul van Hecke,Brighton,Defender,8,0,0,0,450,1,0,0,0,103.0,3.7,39.0,0.9,4.5,1.5,1.6
152,Joël Veltman,Brighton,Defender,7,0,0,0,270,1,0,0,0,57.6,19.8,6.0,0.2,4.4,1.8,2.3
153,Adam Webster,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
154,Eiran Cashin,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
155,Jacob Slater,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.0,0.0,0.0
156,Charlie Tasker,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
157,Mitoma Kaoru,Brighton,Midfielder,18,1,1,1,442,1,0,0,0,86.2,94.3,84.0,4.7,6.4,4.0,3.6
158,Georginio Rutter,Brighton,Midfielder,13,0,2,1,237,1,0,0,0,46.0,47.3,46.0,0.5,5.8,1.8,3.2
159,Solly March,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0
160,Yankuba Minteh,Brighton,Midfielder,24,1,1,1,413,0,0,0,3,98.2,86.3,146.0,1.1,5.9,5.2,4.8
161,Julio Enciso Espínola,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0
162,Brajan Gruda,Brighton,Midfielder,13,1,0,0,126,0,0,0,2,42.4,23.2,48.0,0.1,5.4,3.0,2.6
163,Jack Hinshelwood,Brighton,Midfielder,4,0,0,0,107,0,0,0,0,9.4,2.0,0.0,0.0,5.3,1.0,1.3
164,Matt O'Riley,Brighton,Midfielder,12,1,0,1,177,0,0,0,2,60.8,66.6,63.0,0.6,5.5,0.5,6.0
165,Abdallah Sima,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0
166,Yasin Ayari,Brighton,Midfielder,16,1,0,0,362,0,0,0,2,74.8,46.0,42.0,0.2,4.9,3.2,3.2
167,Carlos Baleba,Brighton,Midfielder,6,0,0,1,241,1,0,0,0,11.0,26.7,2.0,2.7,4.9,0.8,1.2
169,Diego Gómez Amarilla,Brighton,Midfielder,3,0,0,0,149,2,0,0,0,25.4,28.2,11.0,0.1,5.0,0.8,0.8
170,James Milner,Brighton,Midfielder,9,1,0,0,124,1,0,0,0,48.8,16.8,17.0,0.1,5.0,2.0,2.2
171,Jeremy Sarmiento Morante,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
172,Tom Watson,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
173,Mats Wieffer,Brighton,Midfielder,8,0,0,0,179,1,0,0,0,47.0,6.0,21.0,0.1,4.9,1.0,2.7
174,Malick Yalcouyé,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
175,Joe Knight,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
176,Adrian Mazilu,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
177,Andrew Moran,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
178,Danny Welbeck,Brighton,Forward,6,0,0,0,252,0,0,0,0,5.6,24.4,48.0,1.9,6.3,1.2,1.2
179,Evan Ferguson,Brighton,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
180,Stefanos Tzimas,Brighton,Forward,1,0,0,0,23,0,0,0,0,0.0,0.1,0.0,0.1,5.4,0.2,1.0
181,Charalampos Kostoulas,Brighton,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.9,0.0,0.0
168,Facundo Buonanotte,Chelsea,Midfielder,1,0,0,0,45,0,0,0,0,5.6,25.1,8.0,0.1,4.8,0.2,1.0
220,Robert Lynch Sánchez,Chelsea,Goalkeeper,16,0,0,2,364,0,1,12,1,81.4,0.0,0.0,19.6,5.0,1.7,3.2
221,Filip Jörgensen,Chelsea,Goalkeeper,1,0,0,0,84,0,0,1,0,9.4,0.0,0.0,0.2,4.4,0.3,1.0
222,Mike Penders,Chelsea,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
223,Gabriel Słonina,Chelsea,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
224,Marc Cucurella Saseta,Chelsea,Defender,20,0,1,2,356,1,0,0,2,84.2,80.6,40.0,26.2,6.2,2.3,4.0
225,Reece James,Chelsea,Defender,12,0,1,1,243,1,0,0,0,57.0,98.5,13.0,4.4,5.4,2.0,2.4
226,Trevoh Chalobah,Chelsea,Defender,38,2,1,2,428,1,0,0,2,180.4,34.3,76.0,9.7,5.1,8.0,7.6
227,Levi Samuels Colwill,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.8,0.0,0.0
228,Malo Gusto,Chelsea,Defender,10,0,0,1,195,0,0,0,0,23.4,21.3,9.0,1.4,4.9,2.3,2.5
229,Benoît Badiashile Mukinayi,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
230,Wesley Fofana,Chelsea,Defender,3,0,0,0,129,0,0,0,0,27.2,4.3,0.0,0.2,4.4,0.7,1.0
231,Mamadou Sarr,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
232,Tosin Adarabioyo,Chelsea,Defender,11,0,0,1,353,1,0,0,0,99.0,6.4,11.0,1.1,4.5,3.0,2.8
233,Josh Acheampong,Chelsea,Defender,9,0,0,1,90,0,0,0,3,16.2,2.3,10.0,1.5,4.0,0.0,9.0
234,Aarón Anselmino,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
235,Cole Palmer,Chelsea,Midfielder,11,1,0,1,144,0,0,0,1,44.4,19.2,65.0,20.0,10.4,2.7,3.7
236,Pedro Lomba Neto,Chelsea,Midfielder,16,1,0,2,356,0,0,0,0,71.6,123.6,64.0,4.7,7.0,2.0,3.2
237,Enzo Fernández,Chelsea,Midfielder,30,2,2,2,438,1,0,0,1,131.8,105.8,84.0,13.1,6.7,5.7,6.0
238,Estêvão Almeida de Oliveira Gonçalves,Chelsea,Midfielder,9,0,1,1,184,1,0,0,0,37.0,37.6,62.0,2.0,6.5,1.3,2.2
239,Jamie Bynoe-Gittens,Chelsea,Midfielder,4,0,0,0,143,0,0,0,0,12.2,40.0,32.0,0.1,6.2,0.7,1.0
240,Christopher Nkunku,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5.9,0.0,0.0
241,Moisés Caicedo Corozo,Chelsea,Midfielder,33,2,0,2,450,1,0,0,4,179.0,48.5,33.0,10.8,5.6,6.7,6.6
243,Tyrique George,Chelsea,Midfielder,3,0,0,1,137,2,0,0,0,8.2,7.0,52.0,0.1,4.9,1.0,1.0
244,Roméo Lavia,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
245,Mykhailo Mudryk,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
246,Andrey Nascimento dos Santos,Chelsea,Midfielder,4,0,0,0,117,1,0,0,0,15.2,32.4,32.0,0.3,4.5,0.7,1.0
247,Dário Luís Essugo,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
248,Kendry Páez Andrade,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
249,João Pedro Junqueira de Jesus,Chelsea,Forward,35,2,3,2,420,0,0,0,8,154.6,83.2,128.0,67.2,7.8,6.0,7.0
250,Liam Delap,Chelsea,Forward,4,0,0,0,91,0,0,0,0,8.0,3.5,43.0,1.2,6.3,0.3,1.3
251,Nicolas Jackson,Chelsea,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,6.5,0.0,0.0
252,Marc Guiu Paz,Chelsea,Forward,2,0,0,0,13,0,0,0,0,1.0,1.6,6.0,9.3,4.3,0.3,1.0
453,Alejandro Garnacho Ferreyra,Chelsea,Midfielder,1,0,0,0,11,0,0,0,0,2.0,10.5,6.0,0.3,6.4,0.2,1.0
672,Jorrel Hato,Chelsea,Defender,0,0,0,0,66,2,0,0,0,1.2,2.5,2.0,0.2,4.8,0.0,0.0
253,Dean Henderson,Crystal Palace,Goalkeeper,22,0,0,3,450,1,0,8,0,81.2,10.0,0.0,8.0,5.0,4.0,4.4
254,Walter Benítez,Crystal Palace,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.0,0.0,0.0
255,Remi Matthews,Crystal Palace,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
256,Daniel Muñoz Mejía,Crystal Palace,Defender,26,0,1,3,450,2,0,0,1,81.8,65.5,72.0,13.5,5.6,5.2,5.2
257,Maxence Lacroix,Crystal Palace,Defender,30,0,1,3,450,1,0,0,2,118.8,15.6,34.0,4.2,5.1,5.5,6.0
258,Tyrick Mitchell,Crystal Palace,Defender,30,1,0,3,450,2,0,0,2,134.2,107.3,37.0,1.9,5.0,5.2,6.0
259,Borna Sosa,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.9,0.0,0.0
260,Marc Guéhi,Crystal Palace,Defender,36,1,1,3,450,0,0,0,3,118.2,26.5,35.0,24.5,4.7,7.5,7.2
261,Chris Richards,Crystal Palace,Defender,26,0,0,3,450,0,0,0,0,122.6,21.5,18.0,2.3,4.5,5.0,5.2
262,Chadi Riad Dnanou,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
263,Nathaniel Clyne,Crystal Palace,Defender,1,0,0,0,4,0,0,0,0,3.4,0.5,0.0,0.5,4.0,0.2,1.0
264,Rob Holding,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
265,Caleb Kporha,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
267,Ismaïla Sarr,Crystal Palace,Midfielder,18,2,0,2,270,1,0,0,1,83.4,20.6,57.0,2.6,6.4,3.8,6.0
268,Cheick Doucouré,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
269,Romain Esse,Crystal Palace,Midfielder,1,0,0,0,24,0,0,0,0,4.6,0.4,2.0,0.2,4.8,0.2,1.0
270,Will Hughes,Crystal Palace,Midfielder,10,0,0,3,383,3,0,0,0,50.8,73.6,14.0,0.1,4.9,2.0,2.0
271,Daichi Kamada,Crystal Palace,Midfielder,11,0,1,2,265,0,0,0,0,44.0,66.8,33.0,0.1,5.0,2.8,3.7
272,Jefferson Lerma Solís,Crystal Palace,Midfielder,6,0,0,1,155,1,0,0,0,18.2,18.7,40.0,0.1,4.9,1.2,1.2
273,Adam Wharton,Crystal Palace,Midfielder,13,0,1,1,300,0,0,0,2,37.2,91.4,2.0,0.4,5.0,2.5,3.2
274,Asher Agbinone,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
275,Naouirou Ahamada,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
276,Justin Devenny,Crystal Palace,Midfielder,6,0,0,0,142,0,0,0,0,15.0,31.3,36.0,1.4,4.5,1.2,1.2
277,Malcolm Ebiowei,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
278,Jesurun Rak-Sakyi,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
279,Matheus França de Oliveira,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
280,David Ozoh,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
281,Kaden Rodney,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
282,Franco Umeh-Chibueze,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
283,Jean-Philippe Mateta,Crystal Palace,Forward,16,2,0,3,441,2,0,0,0,102.6,9.6,150.0,11.3,7.6,3.8,3.2
284,Eddie Nketiah,Crystal Palace,Forward,1,0,0,0,15,0,0,0,0,3.4,10.4,7.0,0.2,5.4,0.2,1.0
285,Odsonne Édouard,Crystal Palace,Forward,1,0,0,0,2,0,0,0,0,2.0,0.0,0.0,0.4,5.0,0.2,1.0
286,Zach Marsh,Crystal Palace,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.5,0.0,0.0
690,Rio Cardines,Crystal Palace,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.5,0.0,0.0
712,Yéremy Pino Santos,Crystal Palace,Midfielder,5,0,0,1,147,0,0,0,0,8.8,41.0,23.0,0.2,6.0,1.7,1.7
723,Jaydee Canvot,Crystal Palace,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
732,Christantus Uche,Crystal Palace,Forward,1,0,0,0,6,0,0,0,0,3.4,0.8,19.0,0.0,5.5,0.5,1.0
242,Kiernan Dewsbury-Hall,Everton,Midfielder,19,1,1,2,450,4,0,0,3,92.6,183.6,45.0,4.9,5.0,4.2,3.8
287,Jordan Pickford,Everton,Goalkeeper,25,0,0,2,450,0,0,10,3,108.0,0.0,0.0,11.4,5.5,5.8,5.0
288,Mark Travers,Everton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
289,Harry Tyrer,Everton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
290,Jarrad Branthwaite,Everton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,5.3,0.0,0.0
291,James Tarkowski,Everton,Defender,26,0,0,2,450,0,0,0,0,131.2,21.3,17.0,7.3,5.5,5.5,5.2
292,Vitalii Mykolenko,Everton,Defender,2,0,0,0,175,0,0,0,0,19.2,16.7,6.0,0.4,4.9,0.5,1.0
293,Jake O'Brien,Everton,Defender,16,0,0,2,450,0,0,0,0,53.2,36.0,20.0,0.5,5.0,3.5,3.2
294,Séamus Coleman,Everton,Defender,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.2,1.0
295,Michael Keane,Everton,Defender,20,0,0,2,450,0,0,0,0,94.8,12.4,40.0,0.7,4.5,4.5,4.0
296,Nathan Patterson,Everton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
297,Roman Dixon,Everton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.0,0.0,0.0
298,Reece Welch,Everton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3.9,0.0,0.0
299,Iliman Ndiaye,Everton,Midfielder,28,2,1,2,418,1,0,0,0,142.0,91.1,81.0,9.4,6.5,6.5,5.6
300,Dwight McNeil,Everton,Midfielder,1,0,0,0,19,0,0,0,0,0.0,11.3,8.0,0.2,5.7,0.2,1.0
301,Carlos Alcaraz Durán,Everton,Midfielder,4,0,0,0,117,1,0,0,0,14.6,4.8,21.0,0.1,5.3,0.8,1.0
302,Idrissa Gana Gueye,Everton,Midfielder,20,1,0,2,435,0,0,0,1,82.0,47.9,58.0,0.1,5.4,4.5,4.0
303,James Garner,Everton,Midfielder,25,1,0,2,450,1,0,0,3,129.8,93.0,15.0,0.6,5.0,5.8,5.0
304,Tim Iroegbunam,Everton,Midfielder,7,0,0,3,219,3,0,0,0,32.4,5.1,5.0,0.0,4.9,1.2,1.8
305,Harrison Armstrong,Everton,Midfielder,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.2,1.0
306,Callum Bates,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
307,Coby Ebere,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
308,Isaac Heath,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
309,Jenson Metcalfe,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
310,Thierno Barry,Everton,Forward,6,0,0,1,141,0,0,0,0,6.6,8.6,29.0,0.4,5.8,1.2,1.2
311,Norberto Bercique Gomes Betuncal,Everton,Forward,12,1,0,1,310,1,0,0,1,42.4,18.4,91.0,5.0,5.4,2.5,2.4
312,Youssef Ramalho Chermiti,Everton,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.9,0.0,0.0
313,Martin Sherif,Everton,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
419,Jack Grealish,Everton,Midfielder,25,0,4,2,376,2,0,0,4,148.6,178.0,121.0,22.6,6.8,6.0,5.0
630,Tom King,Everton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3,4.0,0.0,0.0
667,Adam Aznou,Everton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
704,Tyler Onyango,Everton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
705,Elijah Campbell,Everton,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.0,0.0,0.0
707,Tyler Dibling,Everton,Midfielder,1,0,0,0,4,0,0,0,0,0.0,0.5,0.0,0.0,5.5,0.3,1.0
728,Merlin Röhl,Everton,Midfielder,1,0,0,0,24,0,0,0,0,3.0,10.7,1.0,0.0,5.0,0.5,1.0
314,Bernd Leno,Fulham,Goalkeeper,17,0,0,1,450,1,0,15,1,119.4,0.0,0.0,1.6,5.0,3.5,3.4
315,Steven Benda,Fulham,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
316,Antonee Robinson,Fulham,Defender,2,0,0,0,51,0,0,0,0,11.8,21.5,4.0,0.8,5.0,0.5,1.0
317,Joachim Andersen,Fulham,Defender,23,0,0,1,450,0,0,0,2,123.2,27.4,29.0,3.8,4.5,5.2,4.6
318,Calvin Bassey,Fulham,Defender,17,0,0,1,450,1,0,0,3,80.8,7.5,9.0,0.6,4.5,4.0,3.4
319,Timothy Castagne,Fulham,Defender,3,0,0,0,126,0,0,0,0,14.8,19.1,28.0,0.1,4.4,0.5,1.0
320,Issa Diop,Fulham,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
321,Jorge Cuenca Barreno,Fulham,Defender,3,0,0,0,87,0,0,0,0,14.6,1.2,4.0,0.0,4.4,0.2,1.5
322,Kenny Tete,Fulham,Defender,15,0,0,1,450,0,0,0,0,86.8,40.5,14.0,0.2,4.5,3.2,3.0
323,Samuel Amissah,Fulham,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3.9,0.0,0.0
324,Alex Iwobi,Fulham,Midfielder,26,1,2,1,392,1,0,0,5,100.6,113.8,38.0,1.6,6.5,6.0,5.2
325,Emile Smith Rowe,Fulham,Midfielder,10,1,0,0,95,0,0,0,0,40.0,23.0,40.0,0.7,5.9,2.2,2.0
326,Adama Traoré Diarra,Fulham,Midfielder,3,0,0,0,60,0,0,0,0,4.2,16.1,12.0,0.2,5.3,0.5,1.0
327,Andreas Hoelgebaum Pereira,Fulham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5.3,0.0,0.0
328,Ryan Sessegnon,Fulham,Midfielder,12,0,1,1,307,0,0,0,0,59.6,45.2,39.0,0.0,5.4,3.0,3.0
329,Harry Wilson,Fulham,Midfielder,17,1,1,0,292,0,0,0,2,63.2,51.4,65.0,0.4,5.4,3.0,3.4
330,Sander Berge,Fulham,Midfielder,12,0,0,1,418,1,0,0,0,55.2,37.9,13.0,0.1,5.0,2.5,2.4
331,Tom Cairney,Fulham,Midfielder,2,0,0,0,34,1,0,0,0,0.4,1.3,0.0,0.0,4.9,0.5,0.7
332,Saša Lukić,Fulham,Midfielder,13,0,1,1,445,3,0,0,0,50.0,160.3,22.0,0.1,5.0,2.8,2.6
333,Martial Godo,Fulham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
334,Luke Harris,Fulham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
335,Josh King,Fulham,Midfielder,8,0,0,0,337,1,0,0,0,28.4,32.2,69.0,3.7,4.5,1.5,1.6
336,Harrison Reed,Fulham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.4,0.0,0.0
337,Raúl Jiménez Rodríguez,Fulham,Forward,6,0,0,0,131,0,0,0,0,5.2,7.9,20.0,1.1,6.3,1.0,1.2
338,Rodrigo Muniz Carvalho,Fulham,Forward,15,1,1,1,314,1,0,0,3,58.8,41.7,103.0,2.5,5.5,2.0,3.0
