id,name,team,position,total_points,goals_scored,assists,clean_sheets,minutes,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,selected_by_percent,now_cost,form,points_per_game
505,Nikola Milenković,Nott'm Forest,Defender,8,0,0,0,450,0,0,0,0,73.0,18.3,10.0,7.1,5.5,1.5,1.6
506,Murillo Costa dos Santos,Nott'm Forest,Defender,7,0,0,0,306,1,0,0,0,54.0,11.9,0.0,3.7,5.4,1.2,1.8
507,Ola Aina,Nott'm Forest,Defender,6,0,0,0,270,1,0,0,0,53.8,33.3,11.0,5.6,4.9,0.5,2.0
508,Neco Williams,Nott'm Forest,Defender,14,1,0,0,450,2,0,0,2,103.6,47.1,60.0,6.6,5.0,3.2,2.8
509,David Mota Veiga Teixeira do Carmo,Nott'm Forest,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
510,Jair Paula da Cunha Filho,Nott'm Forest,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
511,Felipe Rodrigues da Silva,Nott'm Forest,Defender,2,0,0,0,180,1,0,0,0,29.6,2.7,0.0,0.1,4.4,0.5,1.0
512,Omar Richards,Nott'm Forest,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
513,Zach Abbott,Nott'm Forest,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,3.9,0.0,0.0
514,Willy Boly,Nott'm Forest,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,3.9,0.0,0.0
515,Morgan Gibbs-White,Nott'm Forest,Midfielder,13,0,1,0,416,0,0,0,0,51.4,119.0,81.0,5.0,7.5,2.0,2.6
516,Callum Hudson-Odoi,Nott'm Forest,Midfielder,16,1,0,0,339,0,0,0,3,62.8,105.5,62.0,1.5,6.0,3.5,3.2
517,Elliot Anderson,Nott'm Forest,Midfielder,18,0,1,0,450,0,0,0,1,122.0,136.5,39.0,5.0,5.5,3.0,3.6
518,João Pedro Ferreira da Silva,Nott'm Forest,Midfielder,1,0,0,0,11,0,0,0,0,5.0,0.5,4.0,0.1,5.4,0.0,1.0
519,Nicolás Domínguez,Nott'm Forest,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
520,Lewis O'Brien,Nott'm Forest,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
521,Ibrahim Sangaré,Nott'm Forest,Midfielder,11,0,0,0,351,0,0,0,0,33.2,19.0,2.0,0.1,5.0,2.2,2.2
522,Ryan Yates,Nott'm Forest,Midfielder,3,0,0,0,25,0,0,0,0,7.2,4.0,2.0,0.1,4.8,0.5,1.0
523,Eric da Silva Moreira,Nott'm Forest,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
524,Marko Stamenić,Nott'm Forest,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
525,Chris Wood,Nott'm Forest,Forward,20,2,0,1,370,0,0,0,3,75.6,46.3,133.0,20.0,7.6,1.8,4.0
526,Igor Jesus Maciel da Cruz,Nott'm Forest,Forward,4,0,0,0,45,0,0,0,0,7.2,12.7,25.0,0.5,5.8,0.8,1.0
527,Taiwo Awoniyi,Nott'm Forest,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,5.3,0.0,0.0
669,Dan Ndoye,Nott'm Forest,Midfielder,21,1,1,0,370,0,0,0,4,84.6,75.0,55.0,3.2,6.1,3.0,4.2
675,Angus Gunn,Nott'm Forest,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.7,4.0,0.0,0.0
693,Omari Hutchinson,Nott'm Forest,Midfielder,2,0,0,0,9,0,0,0,0,0.2,0.9,8.0,0.0,5.5,0.5,1.0
696,Arnaud Kalimuendo,Nott'm Forest,Forward,4,0,0,0,64,0,0,0,0,2.8,16.1,22.0,0.1,6.0,1.0,1.0
699,Douglas Luiz Soares de Paulo,Nott'm Forest,Midfielder,5,0,1,0,75,0,0,0,0,4.4,18.1,8.0,0.1,5.0,1.2,5.0
715,John Victor Maciel Furtado,Nott'm Forest,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.0,0.0,0.0
716,Nicolò Savona,Nott'm Forest,Defender,0,0,0,0,53,0,0,0,0,11.0,11.1,4.0,0.0,4.5,0.0,0.0
729,Luis Eduardo Soares da Silva,Nott'm Forest,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
734,Dilane Bakwa,Nott'm Forest,Midfielder,2,0,0,0,88,0,0,0,0,13.6,15.2,28.0,0.0,6.0,1.0,1.0
528,Anthony Patterson,Sunderland,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
529,Simon Moore,Sunderland,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.0,0.0,0.0
530,Blondy Nna Noukeu,Sunderland,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
531,Daniel Ballard,Sunderland,Defender,19,1,0,1,151,0,0,0,3,87.4,20.9,67.0,2.6,4.6,0.3,6.3
532,Trai Hume,Sunderland,Defender,19,0,0,2,450,0,0,0,0,83.8,72.0,10.0,0.3,4.5,4.0,3.8
533,Aji Alese,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
534,Joe Anderson,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,3.9,0.0,0.0
535,Dennis Cirkin,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
536,Leo Fuhr Hjelde,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
537,Niall Huggins,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
538,Zak Johnson,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.0,0.0,0.0
539,Luke O'Nien,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
540,Timothée Pembélé,Sunderland,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,3.9,0.0,0.0
541,Reinildo Mandava,Sunderland,Defender,14,0,0,2,392,1,1,0,0,74.2,18.3,6.0,7.6,4.0,1.7,2.8
542,Jenson Seelt,Sunderland,Defender,2,0,0,0,133,0,0,0,0,33.6,2.4,0.0,0.2,4.0,0.0,1.0
543,Simon Adingra,Sunderland,Midfielder,11,0,1,2,230,1,0,0,0,20.4,59.7,6.0,1.0,5.4,1.3,2.8
544,Habib Diarra,Sunderland,Midfielder,12,0,1,2,345,1,0,0,0,10.6,31.0,45.0,0.1,5.5,2.3,3.0
545,Patrick Roberts,Sunderland,Midfielder,1,0,0,0,27,0,0,0,0,1.8,7.3,5.0,0.0,5.4,0.0,1.0
546,Milan Aleksić,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
547,Enzo Le Fée,Sunderland,Midfielder,15,1,0,0,211,0,0,0,2,79.2,41.4,21.0,0.4,4.9,4.3,3.8
548,Romaine Mundle,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
549,Dan Neil,Sunderland,Midfielder,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,4.9,0.3,1.0
550,Ian Poveda-Ocampo,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
551,Chris Rigg,Sunderland,Midfielder,3,0,0,0,38,0,0,0,0,1.4,12.1,4.0,0.0,4.9,0.7,1.0
552,Noah Sadiki,Sunderland,Midfielder,11,0,0,2,443,1,0,0,0,45.8,61.0,10.0,0.0,5.0,2.0,2.2
553,Chemsdine Talbi,Sunderland,Midfielder,16,0,1,3,385,0,0,0,0,37.8,74.2,33.0,0.3,5.0,2.7,3.2
554,Abdoullah Ba,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
555,Alan Browne,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
556,Pierre Ekwah Elimby,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
557,Harrison Jones,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
558,Jay Matete,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
559,Nectarios Triantis,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
560,Wilson Isidor,Sunderland,Forward,25,3,0,1,235,0,0,0,6,107.4,2.3,118.0,1.6,5.5,6.3,5.0
561,Eliezer Mayenda Dossou,Sunderland,Forward,13,1,0,2,211,0,0,0,2,46.4,13.1,45.0,1.3,5.5,1.0,3.2
562,Ahmed Abdullahi,Sunderland,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.4,0.0,0.0
563,Luís Hemir Silva Semedo,Sunderland,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
564,Nazarii Rusyn,Sunderland,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
668,Granit Xhaka,Sunderland,Midfielder,20,0,2,2,450,2,0,0,0,119.6,108.0,14.0,2.9,5.0,4.3,4.0
670,Robin Roefs,Sunderland,Goalkeeper,29,0,0,2,450,1,0,14,4,131.0,0.0,0.0,2.3,4.5,6.7,5.8
678,Arthur Masuaku,Sunderland,Defender,1,0,0,0,10,0,0,0,0,2.0,0.1,0.0,0.6,4.0,0.3,1.0
683,Omar Alderete,Sunderland,Defender,22,0,1,1,397,0,0,0,1,133.8,22.0,42.0,1.9,4.0,5.7,4.4
694,Nordi Mukiele,Sunderland,Defender,18,0,0,1,270,0,0,0,2,86.8,42.1,18.0,0.9,4.0,6.0,6.0
724,Lutsharel Geertruida,Sunderland,Defender,2,0,0,0,15,0,0,0,0,7.0,0.0,0.0,0.0,4.5,1.0,1.0
730,Brian Brobbey,Sunderland,Forward,1,0,0,0,21,0,0,0,0,1.0,0.1,0.0,0.1,5.5,0.5,1.0
735,Bertrand Traoré,Sunderland,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
565,Guglielmo Vicario,Spurs,Goalkeeper,30,0,0,3,450,0,0,19,5,150.0,0.1,0.0,11.9,5.1,4.0,6.0
566,Brandon Austin,Spurs,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.0,0.0,0.0
567,Antonín Kinský,Spurs,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.5,4.0,0.0,0.0
568,Pedro Porro Sauceda,Spurs,Defender,22,0,0,3,428,1,0,0,0,97.4,140.3,19.0,24.5,5.6,3.7,4.4
569,Cristian Romero,Spurs,Defender,29,0,1,3,450,2,0,0,3,126.0,26.5,43.0,7.0,5.1,5.3,5.8
570,Kevin Danso,Spurs,Defender,2,0,0,0,11,0,0,0,0,6.2,0.8,0.0,0.2,4.3,0.3,1.0
571,Ben Davies,Spurs,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
572,Radu Drăgușin,Spurs,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
573,Djed Spence,Spurs,Defender,19,0,0,3,341,2,0,0,0,41.8,31.8,26.0,2.4,4.5,2.3,3.8
574,Destiny Udogie,Spurs,Defender,3,0,0,0,128,0,0,0,0,21.4,29.2,28.0,0.5,4.4,1.0,1.0
575,Micky van de Ven,Spurs,Defender,28,1,0,3,439,1,0,0,2,106.8,17.1,39.0,33.3,4.7,5.3,5.6
576,Ashley Phillips,Spurs,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
577,Takai Kōta,Spurs,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
578,Luka Vušković,Spurs,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.6,3.9,0.0,0.0
579,Son Heung-min,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,8.5,0.0,0.0
580,Brennan Johnson,Spurs,Midfielder,20,2,0,2,237,1,0,0,2,87.0,44.8,50.0,7.0,7.0,1.0,4.0
581,James Maddison,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,6.9,0.0,0.0
582,Mohammed Kudus,Spurs,Midfielder,25,0,4,3,439,1,0,0,1,106.8,178.9,77.0,31.7,6.6,4.0,5.0
583,Dejan Kulusevski,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.4,0.0,0.0
584,Mathys Tel,Spurs,Midfielder,5,0,0,1,97,0,0,0,0,5.4,3.4,9.0,0.1,6.3,1.3,1.7
585,Rodrigo Bentancur,Spurs,Midfielder,8,0,0,1,259,0,0,0,0,34.2,45.3,10.0,0.1,5.4,1.3,2.0
586,Lucas Bergvall,Spurs,Midfielder,20,1,1,2,286,0,0,0,0,86.4,34.2,81.0,0.5,5.4,5.3,4.0
587,Yves Bissouma,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,5.3,0.0,0.0
588,Wilson Odobert,Spurs,Midfielder,6,0,0,0,140,0,0,0,0,8.8,23.2,41.0,0.0,5.3,1.3,1.2
589,Manor Solomon,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0
590,Bryan Gil Salvatierra,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
591,Archie Gray,Spurs,Midfielder,4,0,0,1,71,0,0,0,0,6.0,13.2,2.0,0.1,4.9,0.3,2.0
592,Mikey Moore,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
593,Pape Matar Sarr,Spurs,Midfielder,19,1,1,3,345,0,0,0,0,81.2,25.5,68.0,3.1,5.0,3.3,4.8
594,Yang Min-hyeok,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
595,Callum Olusesi,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.4,0.0,0.0
596,Dominic Solanke-Mitchell,Spurs,Forward,2,0,0,0,31,0,0,0,0,6.0,0.3,25.0,1.3,7.2,0.0,1.0
597,Richarlison de Andrade,Spurs,Forward,29,3,1,2,347,1,0,0,6,141.4,48.3,190.0,14.2,6.7,4.0,5.8
598,Will Lankshear,Spurs,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
599,Dane Scarlett,Spurs,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7,4.4,0.0,0.0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,20,1,0,2,333,0,0,0,3,92.8,13.8,39.0,0.8,5.5,2.7,4.0
717,Xavi Simons,Spurs,Midfielder,7,0,1,1,99,0,0,0,0,21.6,32.0,25.0,3.7,7.1,3.5,3.5
726,Randal Kolo Muani,Spurs,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,7.0,0.0,0.0
149,Igor Julio dos Santos de Paulo,West Ham,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
600,Alphonse Areola,West Ham,Goalkeeper,1,0,0,0,90,0,0,1,0,13.2,0.0,0.0,2.5,4.4,0.3,1.0
601,Wes Foderingham,West Ham,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.0,0.0,0.0
602,Krisztián Hegyi,West Ham,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,4.0,0.0,0.0
603,El Hadji Malick Diouf,West Ham,Defender,18,0,3,1,450,1,0,0,1,125.6,102.9,37.0,4.3,4.4,4.7,3.6
604,Emerson Palmieri dos Santos,West Ham,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
605,Maximilian Kilman,West Ham,Defender,9,0,0,1,450,2,0,0,0,99.8,18.1,14.0,0.2,4.4,3.0,1.8
606,Konstantinos Mavropanos,West Ham,Defender,12,0,0,1,270,0,0,0,0,68.6,1.6,39.0,0.1,4.4,4.0,4.0
607,Nayef Aguerd,West Ham,Defender,3,0,0,0,180,0,0,0,0,39.0,3.9,8.0,0.1,4.4,0.0,1.5
608,Ollie Scarles,West Ham,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,0.0
609,Jean-Clair Todibo,West Ham,Defender,1,0,0,0,126,0,0,0,0,25.2,3.4,0.0,0.1,4.4,0.0,0.5
610,Aaron Wan-Bissaka,West Ham,Defender,1,0,0,0,180,0,0,0,0,34.8,44.5,8.0,9.8,4.3,0.0,0.5
611,Kaelan Casey,West Ham,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.0,0.0,0.0
612,Lucas Tolentino Coelho de Lima,West Ham,Midfielder,24,2,0,1,427,1,0,0,2,133.6,109.0,75.0,3.7,5.9,4.3,4.8
613,Tomáš Souček,West Ham,Midfielder,4,0,0,1,231,0,1,0,0,38.0,3.7,58.0,0.3,5.7,0.3,1.0
614,James Ward-Prowse,West Ham,Midfielder,11,0,0,1,414,0,0,0,0,56.6,176.3,6.0,0.3,5.8,2.3,2.2
615,Crysencio Summerville,West Ham,Midfielder,11,0,2,0,145,0,0,0,0,33.4,25.0,10.0,0.1,5.5,3.7,3.7
616,Edson Álvarez Velázquez,West Ham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.9,0.0,0.0
617,Maxwel Cornet,West Ham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,0.0
618,Guido Rodríguez,West Ham,Midfielder,2,0,0,0,70,0,0,0,0,2.2,2.3,2.0,0.0,4.9,0.0,2.0
619,Luis Guilherme Lira dos Santos,West Ham,Midfielder,2,0,0,0,41,0,0,0,0,1.4,0.0,4.0,0.0,4.9,0.7,1.0
620,George Earthy,West Ham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.5,0.0,0.0
621,Andy Irving,West Ham,Midfielder,3,0,0,0,24,0,0,0,0,14.8,17.2,0.0,0.3,4.4,0.7,1.0
622,Lewis Orford,West Ham,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4.4,0.0,0.0
623,Freddie Potts,West Ham,Midfielder,1,0,0,0,45,0,0,0,0,6.2,2.2,2.0,0.7,4.4,0.0,1.0
624,Jarrod Bowen,West Ham,Forward,24,2,0,1,450,0,0,0,6,123.8,83.9,135.0,6.4,7.7,6.7,4.8
625,Niclas Füllkrug,West Ham,Forward,6,0,0,1,229,0,0,0,0,8.0,36.9,69.0,1.1,5.7,1.0,1.5
626,Callum Marshall,West Ham,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7,4.4,0.0,0.0
659,Kyle Walker-Peters,West Ham,Defender,9,0,0,1,290,0,0,0,0,45.8,22.5,32.0,0.4,4.4,2.7,2.2
671,Callum Wilson,West Ham,Forward,11,1,0,0,170,0,0,0,2,50.8,13.5,82.0,0.5,5.9,3.0,2.2
679,Mads Hermansen,West Ham,Goalkeeper,9,0,0,1,360,0,0,9,0,84.8,0.0,0.0,0.3,4.5,2.7,2.2
708,Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,7,0,0,1,218,0,0,0,0,26.0,59.5,8.0,0.0,5.5,2.3,2.3
718,Soungoutou Magassa,West Ham,Midfielder,2,0,0,0,41,0,0,0,0,9.6,1.7,0.0,0.0,5.0,1.0,1.0
738,Lukasz Fabianski,West Ham,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
627,Sam Johnstone,Wolves,Goalkeeper,3,0,0,0,90,0,0,3,0,31.2,0.0,0.0,0.1,4.5,1.0,3.0
628,José Malheiro de Sá,Wolves,Goalkeeper,5,0,0,0,360,0,0,5,0,44.0,10.0,0.0,1.6,4.5,0.7,1.2
629,Daniel Bentley,Wolves,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7,4.0,0.0,0.0
631,Emmanuel Agbadou,Wolves,Defender,12,0,0,0,450,0,0,0,0,141.0,38.6,39.0,0.4,4.5,2.7,2.4
632,Matt Doherty,Wolves,Defender,0,0,0,0,180,2,0,0,0,29.0,7.7,0.0,0.1,4.4,0.0,0.0
633,Hugo Bueno López,Wolves,Defender,7,0,0,0,272,1,0,0,0,81.6,132.6,33.0,0.1,4.4,2.0,1.4
634,Yerson Mosquera Valdelamar,Wolves,Defender,3,0,0,0,136,0,0,0,0,19.2,0.5,21.0,0.1,4.4,1.0,1.5
635,Rodrigo Martins Gomes,Wolves,Defender,10,1,0,0,165,0,0,0,0,51.8,19.8,64.0,0.1,4.5,3.0,2.5
636,Santiago Ignacio Bueno,Wolves,Defender,4,0,0,0,124,0,0,0,0,33.8,19.4,2.0,0.0,4.4,1.0,2.0
637,Toti Gomes,Wolves,Defender,4,0,0,0,389,0,1,0,0,74.6,26.5,27.0,0.1,4.4,2.0,0.8
638,Ki-Jana Hoever,Wolves,Defender,2,0,0,0,106,0,0,0,0,22.8,34.2,2.0,1.3,4.0,0.0,1.0
639,Bastien Meupiyou Menadjou,Wolves,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
640,Pedro Cardoso de Lima,Wolves,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.7,4.0,0.0,0.0
641,Alfie Pond,Wolves,Defender,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.1,4.0,0.0,0.0
642,Hwang Hee-chan,Wolves,Midfielder,11,1,0,0,171,0,0,0,0,38.8,11.7,45.0,0.2,5.9,3.0,2.8
643,André Trindade da Costa Neto,Wolves,Midfielder,9,0,0,0,262,1,0,0,0,30.6,12.5,2.0,0.1,5.4,1.3,1.8
644,Jean-Ricner Bellegarde,Wolves,Midfielder,6,0,0,0,212,0,0,0,0,18.2,53.6,20.0,0.1,5.4,1.0,1.2
645,Fer López González,Wolves,Midfielder,6,0,1,0,102,1,0,0,0,27.0,50.7,25.0,0.0,5.4,1.7,1.5
646,João Victor Gomes da Silva,Wolves,Midfielder,12,0,0,0,450,2,0,0,0,71.4,62.6,21.0,0.1,5.4,3.0,2.4
647,Gonçalo Manuel Ganchinho Guedes,Wolves,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0
648,Marshall Munetsi,Wolves,Midfielder,10,0,1,0,339,1,0,0,0,40.0,36.7,53.0,0.0,5.5,2.0,2.0
649,Boubacar Traoré,Wolves,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
650,Tawanda Chirewa,Wolves,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.4,0.0,0.0
651,Tom Edozie,Wolves,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.4,4.4,0.0,0.0
652,Enso González Medina,Wolves,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.7,4.4,0.0,0.0
653,Joe Hodge,Wolves,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
654,Jørgen Strand Larsen,Wolves,Forward,5,0,0,0,203,0,0,0,0,14.2,7.7,78.0,1.6,6.4,0.3,1.7
655,Fábio Soares Silva,Wolves,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3,4.9,0.0,0.0
656,Saša Kalajdžić,Wolves,Forward,1,0,0,0,14,0,0,0,0,1.0,4.3,2.0,0.1,4.9,0.3,1.0
657,Leon Chiwome,Wolves,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,0.0
658,Nathan Fraser,Wolves,Forward,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.3,4.4,0.0,0.0
663,Jhon Arias,Wolves,Midfielder,6,0,0,0,177,0,0,0,0,30.2,48.5,36.0,0.3,5.3,1.3,1.2
682,David Møller Wolfe,Wolves,Defender,6,0,1,0,131,0,0,0,0,30.6,16.1,4.0,0.1,4.5,1.3,2.0
695,Jackson Tchatchoua,Wolves,Defender,4,0,0,0,220,0,0,0,0,41.8,55.1,14.0,0.0,4.5,1.0,1.0
709,Ladislav Krejcí,Wolves,Defender,8,1,0,0,180,1,0,0,0,57.6,29.2,17.0,0.0,4.5,2.7,4.0
720,Tolu Arokodare,Wolves,Forward,4,0,0,0,155,0,0,0,0,9.4,14.8,51.0,0.1,5.5,2.0,2.0
