Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,npxG,Team,total_points,clean_sheets,saves,bonus,influence,creativity,threat,price,selected_by_percent,form,points_per_game
Stefan Ortega Moreno,,GKP,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,4.9,0.2,0.0,0.0
Marcus Bettinelli,,GKP,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Rayan Aït-Nouri,,DEF,,,,202,0,0,,1,0,,,Man City,10,1,0,1,43.0,26.7,7.0,5.9,8.7,0.0,3.3
Joško Gvardiol,,DEF,,,,180,0,0,,0,0,,,Man City,10,1,0,0,39.2,1.5,0.0,5.8,3.8,3.3,5.0
Manuel Akanji,,DEF,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,5.4,0.4,0.0,0.0
Nathan Aké,,DEF,,,,91,0,0,,0,0,,,Man City,3,0,0,0,18.2,10.3,5.0,5.4,0.7,0.7,1.0
Abdukodir Khusanov,,DEF,,,,227,0,0,,1,0,,,Man City,11,1,0,0,42.4,5.2,0.0,5.4,0.5,3.3,2.8
Matheus Nunes,,DEF,,,,153,0,0,,0,0,,,Man City,4,0,0,0,26.0,7.3,0.0,5.3,0.3,1.0,1.3
Rúben dos Santos Gato Alves Dias,,DEF,,,,365,0,0,,0,0,,,Man City,16,2,0,0,68.4,5.0,2.0,5.5,4.1,3.0,3.2
John Stones,,DEF,,,,264,0,0,,0,0,,,Man City,9,1,0,0,53.8,5.8,2.0,5.5,0.8,0.7,2.2
Rico Lewis,,DEF,,,,160,0,1,,0,0,,,Man City,13,1,0,2,46.4,28.2,13.0,5.0,2.6,0.3,4.3
Nico O'Reilly,,DEF,,,,218,0,0,,1,0,,,Man City,13,2,0,0,42.8,9.0,3.0,4.9,0.3,4.3,3.2
Vitor de Oliveira Nunes dos Reis,,DEF,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Omar Marmoush,,MID,,,,148,0,1,,0,0,,,Man City,9,0,0,2,38.2,36.1,58.0,8.3,3.4,2.3,3.0
Phil Foden,,MID,,,,172,1,0,,0,0,,,Man City,16,2,0,2,52.2,32.6,35.0,8.0,3.4,5.0,5.3
Sávio Moreira de Oliveira,,MID,,,,16,0,0,,0,0,,,Man City,2,0,0,0,5.2,1.3,33.0,6.9,0.4,0.7,1.0
Bernardo Mota Veiga de Carvalho e Silva,,MID,,,,349,0,1,,1,0,,,Man City,13,2,0,0,61.2,116.2,20.0,6.4,0.6,3.0,2.6
Rayan Cherki,,MID,,,,70,1,0,,0,0,,,Man City,7,0,0,0,50.2,28.3,15.0,6.3,2.6,0.0,3.5
Jérémy Doku,,MID,,,,281,0,2,,0,0,,,Man City,18,3,0,1,61.4,112.4,35.0,6.4,2.7,4.7,3.6
İlkay Gündoğan,,MID,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,6.3,0.1,0.0,0.0
Rodrigo 'Rodri' Hernandez Cascante,,MID,,,,270,0,0,,0,0,,,Man City,10,1,0,0,47.4,37.8,19.0,6.4,0.7,3.0,2.5
Mateo Kovačić,,MID,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,5.9,0.0,0.0,0.0
Nico González Iglesias,,MID,,,,192,0,0,,1,0,,,Man City,6,1,0,0,46.2,12.9,6.0,6.0,0.1,0.7,1.5
Oscar Bobb,,MID,,,,257,0,1,,0,0,,,Man City,11,1,0,0,42.6,76.8,42.0,5.5,0.4,1.0,2.8
Claudio Echeverri,,MID,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,5.4,0.0,0.0,0.0
Tijjani Reijnders,,MID,,,,450,1,2,,1,0,,,Man City,26,2,0,2,106.2,102.2,75.0,5.6,31.3,4.7,5.2
Sverre Nypan,,MID,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Kalvin Phillips,,MID,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,4.9,0.1,0.0,0.0
Erling Haaland,,FWD,,,,413,6,0,,0,0,,,Man City,46,3,0,12,204.0,30.9,286.0,14.3,42.4,10.3,9.2
Gianluigi Donnarumma,,GKP,,,,180,0,0,,1,0,,,Man City,7,1,4,0,30.0,0.0,0.0,5.6,5.3,3.5,3.5
Divine Mukasa,,MID,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Stephen Mfuni,,DEF,,,,0,0,0,,0,0,,,Man City,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Bryan Mbeumo,,MID,,,,429,1,0,,0,0,,,Man Utd,19,1,0,3,70.0,170.1,170.0,8.1,15.2,4.2,3.8
Altay Bayındır,,GKP,,,,450,0,0,,0,0,,,Man Utd,9,0,8,0,74.0,10.0,0.0,5.0,0.4,1.8,1.8
André Onana,,GKP,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.9,0.2,0.0,0.0
Elyh Harrison,,GKP,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Tom Heaton,,GKP,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.0,0.3,0.0,0.0
Dermot Mee,,GKP,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Matthijs de Ligt,,DEF,,,,450,0,0,,0,0,,,Man Utd,15,0,0,3,114.4,40.5,31.0,5.0,2.7,2.8,3.0
Lisandro Martínez,,DEF,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.9,0.1,0.0,0.0
Noussair Mazraoui,,DEF,,,,130,0,0,,0,0,,,Man Utd,9,1,0,1,31.2,14.2,4.0,4.9,0.2,2.2,3.0
Diego León Blanco,,DEF,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.3,0.1,0.0,0.0
Diogo Dalot Teixeira,,DEF,,,,182,0,1,,0,0,,,Man Utd,6,0,0,0,43.6,52.0,18.0,4.4,1.0,1.2,2.0
Patrick Dorgu,,DEF,,,,360,0,1,,1,0,,,Man Utd,9,0,0,0,70.2,83.0,52.0,4.5,5.4,2.0,2.2
Harry Maguire,,DEF,,,,110,0,1,,0,0,,,Man Utd,14,1,0,2,24.6,11.6,10.0,4.4,0.7,3.2,3.5
Luke Shaw,,DEF,,,,435,0,0,,0,0,,,Man Utd,8,0,0,0,56.6,25.0,5.0,4.5,0.3,1.5,1.6
Leny Yoro,,DEF,,,,341,0,1,,0,0,,,Man Utd,13,0,0,1,41.6,19.3,15.0,4.5,2.2,2.2,2.6
Harry Amass,,DEF,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Tyler Fredricson,,DEF,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,3.9,0.1,0.0,0.0
Ayden Heaven,,DEF,,,,3,0,0,,0,0,,,Man Utd,1,0,0,0,2.0,0.0,0.0,3.9,1.2,0.2,1.0
Tyrell Malacia,,DEF,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,3.9,0.4,0.0,0.0
Bruno Borges Fernandes,,MID,,,,446,2,0,,1,0,,,Man Utd,26,0,0,5,164.0,219.8,96.0,9.0,19.1,6.0,5.2
Matheus Santos Carneiro da Cunha,,MID,,,,236,0,0,,0,0,,,Man Utd,6,0,0,0,37.4,47.6,83.0,8.0,4.4,1.0,1.5
Marcus Rashford,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Amad Diallo,,MID,,,,356,0,1,,0,0,,,Man Utd,11,0,0,0,59.8,77.9,95.0,6.3,1.6,2.5,2.2
Antony dos Santos,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,5.9,0.1,0.0,0.0
Mason Mount,,MID,,,,198,0,0,,0,0,,,Man Utd,7,1,0,0,19.0,69.0,31.0,5.9,0.2,1.2,1.8
Carlos Henrique Casimiro,,MID,,,,246,1,1,,1,1,,,Man Utd,11,0,0,0,53.6,33.6,50.0,5.5,0.2,2.2,2.2
Kobbie Mainoo,,MID,,,,76,0,0,,0,0,,,Man Utd,3,0,0,0,16.0,39.5,3.0,4.9,0.5,0.8,1.0
Manuel Ugarte Ribeiro,,MID,,,,170,0,0,,0,0,,,Man Utd,7,0,0,0,27.8,21.5,2.0,4.9,0.1,1.5,1.8
Toby Collyer,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Jayce Fitzgerald,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
Jack Fletcher,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Sékou Koné,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Jack Moorhouse,,MID,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Rasmus Højlund,,FWD,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,6.3,0.3,0.0,0.0
Joshua Zirkzee,,FWD,,,,69,0,0,,0,0,,,Man Utd,2,0,0,0,8.4,15.7,54.0,5.9,0.4,0.5,1.0
Chido Obi,,FWD,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.4,1.4,0.0,0.0
Ethan Wheatley,,FWD,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,4.5,0.1,0.0,0.0
Benjamin Sesko,,FWD,,,,204,0,0,,0,0,,,Man Utd,6,0,0,0,1.6,32.0,31.0,7.3,4.6,1.2,1.2
Senne Lammens,,GKP,,,,0,0,0,,0,0,,,Man Utd,0,0,0,0,0.0,0.0,0.0,5.0,0.1,0.0,0.0
Jacob Ramsey,,MID,,,,59,0,0,,0,0,,,Newcastle,2,0,0,0,13.4,41.8,7.0,5.4,0.3,0.5,1.0
Yoane Wissa,,FWD,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,7.4,0.8,0.0,0.0
Nick Pope,,GKP,,,,450,0,1,,1,0,,,Newcastle,32,4,10,3,88.4,0.0,0.0,5.0,6.3,5.8,6.4
Mark Gillespie,,GKP,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Odysseas Vlachodimos,,GKP,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Lewis Hall,,DEF,,,,133,0,0,,0,0,,,Newcastle,9,1,0,1,27.4,4.0,7.0,5.4,1.3,2.2,3.0
Fabian Schär,,DEF,,,,350,0,0,,0,0,,,Newcastle,23,3,0,0,80.0,25.0,15.0,5.5,2.5,3.8,5.8
Sven Botman,,DEF,,,,158,0,0,,0,0,,,Newcastle,17,2,0,4,44.6,0.6,0.0,4.9,0.5,4.2,5.7
Dan Burn,,DEF,,,,450,0,0,,1,0,,,Newcastle,32,4,0,2,92.2,18.5,25.0,5.0,5.8,5.8,6.4
Tino Livramento,,DEF,,,,450,0,1,,0,0,,,Newcastle,31,4,0,3,68.2,55.2,16.0,5.1,9.6,5.5,6.2
Kieran Trippier,,DEF,,,,316,0,0,,0,0,,,Newcastle,21,3,0,2,36.8,129.5,4.0,5.0,2.6,3.8,5.2
Emil Krafth,,DEF,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.4,0.0,0.0,0.0
Jamaal Lascelles,,DEF,,,,6,0,0,,0,0,,,Newcastle,1,0,0,0,3.0,0.0,0.0,4.4,0.1,0.2,1.0
Alex Murphy,,DEF,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,3.9,0.7,0.0,0.0
Harrison Ashby,,DEF,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,3.9,0.2,0.0,0.0
Miodrag Pivaš,,DEF,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,3.9,0.2,0.0,0.0
Matt Targett,,DEF,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.0,0.3,0.0,0.0
Anthony Gordon,,MID,,,,137,0,0,,0,1,,,Newcastle,1,1,0,0,5.4,24.2,86.0,7.4,0.9,-0.5,0.5
Anthony Elanga,,MID,,,,233,0,0,,0,0,,,Newcastle,8,1,0,0,22.6,47.5,39.0,6.9,6.2,1.2,1.6
Harvey Barnes,,MID,,,,293,0,0,,0,0,,,Newcastle,10,2,0,0,20.2,78.5,49.0,6.5,0.8,1.8,2.0
Bruno Guimarães Rodriguez Moura,,MID,,,,360,1,0,,2,0,,,Newcastle,14,3,0,0,59.4,72.8,25.0,6.5,2.3,2.8,3.5
Jacob Murphy,,MID,,,,224,0,1,,0,0,,,Newcastle,13,3,0,0,37.2,27.7,102.0,6.3,1.1,3.0,3.2
Joelinton Cássio Apolinário de Lira,,MID,,,,221,0,0,,1,0,,,Newcastle,7,2,0,0,14.2,21.2,21.0,5.9,0.3,1.2,2.3
Sandro Tonali,,MID,,,,425,0,0,,0,0,,,Newcastle,14,4,0,0,54.8,104.1,48.0,5.4,1.3,2.8,2.8
Antoñito Cordero Campillo,,MID,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.9,0.0,0.0,0.0
Joe Willock,,MID,,,,86,0,0,,0,0,,,Newcastle,4,1,0,0,10.6,2.2,6.0,5.0,0.1,1.0,2.0
Isaac Hayden,,MID,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Garang Kuol,,MID,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Lewis Miley,,MID,,,,166,0,0,,0,0,,,Newcastle,6,1,0,0,20.8,27.2,6.0,4.4,2.0,1.2,1.5
Joe White,,MID,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
William Osula,,FWD,,,,136,1,0,,0,0,,,Newcastle,10,1,0,0,37.0,13.5,31.0,5.5,0.4,2.2,2.0
Sean Neave,,FWD,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.4,0.2,0.0,0.0
Aaron Ramsdale,,GKP,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.9,0.7,0.0,0.0
Malick Thiaw,,DEF,,,,92,0,0,,1,0,,,Newcastle,8,1,0,0,26.2,1.4,0.0,4.9,0.1,2.0,4.0
Seung-Soo Park,,MID,,,,0,0,0,,0,0,,,Newcastle,0,0,0,0,0.0,0.0,0.0,4.5,0.2,0.0,0.0
Nick Woltemade,,FWD,,,,147,1,0,,0,0,,,Newcastle,11,2,0,3,38.0,17.2,54.0,7.1,3.4,5.5,5.5
Oleksandr Zinchenko,,DEF,,,,90,0,0,,0,0,,,Nott'm Forest,2,0,0,0,29.6,18.0,15.0,4.9,0.3,0.7,2.0
James McAtee,,MID,,,,67,0,0,,0,0,,,Nott'm Forest,3,0,0,0,9.6,35.7,4.0,5.4,0.1,0.8,1.0
Matz Sels,,GKP,,,,450,0,0,,1,0,,,Nott'm Forest,10,0,16,0,123.8,0.0,0.0,5.0,13.7,2.0,2.0
Carlos Miguel dos Santos Pereira,,GKP,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Matt Turner,,GKP,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.0,0.1,0.0,0.0
Nikola Milenković,,DEF,,,,450,0,0,,0,0,,,Nott'm Forest,8,0,0,0,73.0,18.3,10.0,5.5,7.1,1.5,1.6
Murillo Costa dos Santos,,DEF,,,,306,0,0,,1,0,,,Nott'm Forest,7,0,0,0,54.0,11.9,0.0,5.4,3.7,1.2,1.8
Ola Aina,,DEF,,,,270,0,0,,1,0,,,Nott'm Forest,6,0,0,0,53.8,33.3,11.0,4.9,5.6,0.5,2.0
Neco Williams,,DEF,,,,450,1,0,,2,0,,,Nott'm Forest,14,0,0,2,103.6,47.1,60.0,5.0,6.6,3.2,2.8
David Mota Veiga Teixeira do Carmo,,DEF,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Jair Paula da Cunha Filho,,DEF,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.4,0.1,0.0,0.0
Felipe Rodrigues da Silva,,DEF,,,,180,0,0,,1,0,,,Nott'm Forest,2,0,0,0,29.6,2.7,0.0,4.4,0.1,0.5,1.0
Omar Richards,,DEF,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Zach Abbott,,DEF,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,3.9,0.2,0.0,0.0
Willy Boly,,DEF,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,3.9,0.5,0.0,0.0
Morgan Gibbs-White,,MID,,,,416,0,1,,0,0,,,Nott'm Forest,13,0,0,0,51.4,119.0,81.0,7.5,5.0,2.0,2.6
Callum Hudson-Odoi,,MID,,,,339,1,0,,0,0,,,Nott'm Forest,16,0,0,3,62.8,105.5,62.0,6.0,1.5,3.5,3.2
Elliot Anderson,,MID,,,,450,0,1,,0,0,,,Nott'm Forest,18,0,0,1,122.0,136.5,39.0,5.5,5.0,3.0,3.6
João Pedro Ferreira da Silva,,MID,,,,11,0,0,,0,0,,,Nott'm Forest,1,0,0,0,5.0,0.5,4.0,5.4,0.1,0.0,1.0
Nicolás Domínguez,,MID,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Lewis O'Brien,,MID,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Ibrahim Sangaré,,MID,,,,351,0,0,,0,0,,,Nott'm Forest,11,0,0,0,33.2,19.0,2.0,5.0,0.1,2.2,2.2
Ryan Yates,,MID,,,,25,0,0,,0,0,,,Nott'm Forest,3,0,0,0,7.2,4.0,2.0,4.8,0.1,0.5,1.0
Eric da Silva Moreira,,MID,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.5,0.1,0.0,0.0
Marko Stamenić,,MID,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Chris Wood,,FWD,,,,370,2,0,,0,0,,,Nott'm Forest,20,1,0,3,75.6,46.3,133.0,7.6,20.0,1.8,4.0
Igor Jesus Maciel da Cruz,,FWD,,,,45,0,0,,0,0,,,Nott'm Forest,4,0,0,0,7.2,12.7,25.0,5.8,0.5,0.8,1.0
Taiwo Awoniyi,,FWD,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,5.3,0.4,0.0,0.0
Dan Ndoye,,MID,,,,370,1,1,,0,0,,,Nott'm Forest,21,0,0,4,84.6,75.0,55.0,6.1,3.2,3.0,4.2
Angus Gunn,,GKP,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.0,1.7,0.0,0.0
Omari Hutchinson,,MID,,,,9,0,0,,0,0,,,Nott'm Forest,2,0,0,0,0.2,0.9,8.0,5.5,0.0,0.5,1.0
Arnaud Kalimuendo,,FWD,,,,64,0,0,,0,0,,,Nott'm Forest,4,0,0,0,2.8,16.1,22.0,6.0,0.1,1.0,1.0
Douglas Luiz Soares de Paulo,,MID,,,,75,0,1,,0,0,,,Nott'm Forest,5,0,0,0,4.4,18.1,8.0,5.0,0.1,1.2,5.0
John Victor Maciel Furtado,,GKP,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.0,0.4,0.0,0.0
Nicolò Savona,,DEF,,,,53,0,0,,0,0,,,Nott'm Forest,0,0,0,0,11.0,11.1,4.0,4.5,0.0,0.0,0.0
Luis Eduardo Soares da Silva,,DEF,,,,0,0,0,,0,0,,,Nott'm Forest,0,0,0,0,0.0,0.0,0.0,4.5,0.0,0.0,0.0
Dilane Bakwa,,MID,,,,88,0,0,,0,0,,,Nott'm Forest,2,0,0,0,13.6,15.2,28.0,6.0,0.0,1.0,1.0
Anthony Patterson,,GKP,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,4.4,0.2,0.0,0.0
Simon Moore,,GKP,,,,0,0,0,,0,0,,,Sunderland,0,0,0,0,0.0,0.0,0.0,4.0,0.4,0.0,0.0
